"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","createdMsia"
"@Jung_Hadi had been browsing maxis website. If the plan seems worth it,I will trade in.",FALSE,0,"Jung_Hadi","2016-06-15 06:16:22",FALSE,742963622222127104,742963943912640512,288672881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","junniekahying",0,FALSE,FALSE,NA,NA,"2016-06-15 14:16:22"
"Dear @Maxis @MaxisListens please confirm that calls and data are unlimited when i subscribe to MaxisOne plan data roaming RM 38/day ?",FALSE,0,NA,"2016-06-15 04:50:59",FALSE,NA,742942456694640640,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jud9e",0,FALSE,FALSE,NA,NA,"2016-06-15 12:50:59"
"@zulaikharoslyy @SyahNaqim tukarlahh plan maxis. Bayar rm50 sebulan internet 5gb + free call &amp; SMS to all rangkaian",FALSE,0,"zulaikharoslyy","2016-06-15 04:01:51",FALSE,742909058215116800,742930090170953728,385233022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrzshra",0,FALSE,FALSE,NA,NA,"2016-06-15 12:01:51"
"Nk pki line la... Xlarat nk topup.... Anyone suggest plan yg paling bagus... Dgn G yg bsr n unlimited kol... Suggest tgk..Xnk maxis n celcom",FALSE,0,NA,"2016-06-15 03:07:49",FALSE,NA,742916493642321920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eyemonth4193",0,FALSE,FALSE,NA,NA,"2016-06-15 11:07:49"
"Selamat Tinggal Plan Maxis ..",FALSE,1,NA,"2016-06-15 02:54:50",FALSE,NA,742913226166280192,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waniey_johari",0,FALSE,FALSE,101.7912578,2.9923859,"2016-06-15 10:54:50"
"Done tukar maxis plan kepada maxis fast plan<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,0,NA,"2016-06-14 21:25:26",FALSE,NA,742830331582025728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zeramior",0,FALSE,FALSE,NA,NA,"2016-06-15 05:25:26"
"@MaxisListens hi. Is The unlimited calls and sms for mxis 1 plan to all numbers ? Or just to maxis numbers ?",FALSE,0,"MaxisListens","2016-06-14 15:47:36",FALSE,NA,742745310934405120,141114041,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","idrusfirdauss",0,FALSE,FALSE,NA,NA,"2016-06-14 23:47:36"
"I'm going to change m plan from digi to @Maxis . Hopefully will brong good to me and wifey. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #malaysia",FALSE,0,NA,"2016-06-14 14:33:37",FALSE,NA,742726693962448896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ben8477",0,FALSE,FALSE,NA,NA,"2016-06-14 22:33:37"
"Maxis should upgrade their plan so that it would be worth every penny that the user spent on em<ed><U+00A0><U+00BD><ed><U+00B8><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008C>",FALSE,0,NA,"2016-06-14 14:22:06",FALSE,NA,742723793450209280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KerryRosdi",0,FALSE,FALSE,NA,NA,"2016-06-14 22:22:06"
"RT @Maxis: Say yes to #MaxisONE plan &amp; the No.1 4G LTE network to enjoy a FREE 4G phone,VIP no. &amp; more! https://t.co/OBynubyuAL https://t.c<U+0085>",FALSE,0,NA,"2016-06-14 10:41:05",FALSE,NA,742668174013796352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SchazSabri",2,TRUE,FALSE,NA,NA,"2016-06-14 18:41:05"
"@ZatyFarhain @TengkuAqlf @afiqqzullhanni maxis tenet laju tapi plan dia mahal nau",FALSE,0,"ZatyFarhain","2016-06-14 10:27:27",FALSE,742652448758583296,742664742402019328,750583081,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fatin_Zaida",0,FALSE,FALSE,NA,NA,"2016-06-14 18:27:27"
"@khairaniafifah_ tukar plan jelah weh dr maxis ke celcom. Tkyah bnyk2 number",FALSE,0,"khairaniafifah_","2016-06-14 05:22:36",FALSE,742587853180260352,742588026379870208,504480372,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ndmkay",0,FALSE,FALSE,NA,NA,"2016-06-14 13:22:36"
"@atie_nina oh dulu zura pakai maxis kak. Rasanya skrg takde dah plan yg mcm tu",FALSE,0,"atie_nina","2016-06-14 04:45:57",FALSE,742578147112030208,742578801452802048,460640830,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baizugha",0,FALSE,FALSE,NA,NA,"2016-06-14 12:45:57"
"Say yes to #MaxisONE plan &amp; the No.1 4G LTE network to enjoy a FREE 4G phone,VIP no. &amp; more! https://t.co/OBynubyuAL https://t.co/SK98oe1IXW",FALSE,14,NA,"2016-06-14 04:21:06",FALSE,NA,742572550232801280,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Maxis",2,FALSE,FALSE,NA,NA,"2016-06-14 12:21:06"
"Again... Nk tuko maxis plan plak. Fuhhhhhh (@ AEON Shah Alam Shopping Centre in Shah Alam, Selangor) https://t.co/xQLYUFxMSM",FALSE,0,NA,"2016-06-14 03:55:20",FALSE,NA,742566063020380160,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","asyikin_iRish",0,FALSE,FALSE,101.54743822,3.07758034,"2016-06-14 11:55:20"
"Macam mahal je maxis plan zerolution ni...",FALSE,0,NA,"2016-06-13 21:06:10",FALSE,NA,742463092827688960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firdauszulkifl1",0,FALSE,FALSE,NA,NA,"2016-06-14 05:06:10"
"@nicSiew removing my maxis one plan haha too expensive already for my currently state la hahaha",FALSE,0,"nicSiew","2016-06-13 14:54:35",FALSE,742362343821037568,742369581172301824,101118239,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TzeHawww",0,FALSE,FALSE,NA,NA,"2016-06-13 22:54:35"
"Aku dah beli internet BIS n Data plan unlimited. Klu tak laju gak, aku nak je patahkan simcard maxis ni nnti. Credit aku dah bnyk habis ni",FALSE,0,NA,"2016-06-13 14:36:22",FALSE,NA,742364996575756288,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Adrylwonjin",0,FALSE,FALSE,NA,NA,"2016-06-13 22:36:22"
"@umobile hai umobile nak tanya kenapa saya punya sim umobile 3G je bukan 4G sebb saya tukar plan dari maxis ke umobile maxis sebelum ni 4G",FALSE,0,"umobile","2016-06-13 12:39:31",FALSE,NA,742335592789250048,1965926702,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arshadx_",0,FALSE,FALSE,NA,NA,"2016-06-13 20:39:31"
"@FeliciaaMut sik. Tukar plan mak dgn adik ku. Ego bah sikmok tinggalkan maxis",FALSE,0,"FeliciaaMut","2016-06-13 02:45:19",FALSE,742185689891016704,742186057580449792,138991180,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EleanorAndrias",0,FALSE,FALSE,NA,NA,"2016-06-13 10:45:19"
"@miradhania @ShahminAina @syhrhrhmn_ @sarahsufina @auniadnan98 bykkn berzikir eh. so, nk tukar plan maxis semula tk? Hahaha",FALSE,0,"miradhania","2016-06-12 21:12:06",FALSE,742100865931087872,742102198666944512,345863352,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","INASSOFIYA",0,FALSE,FALSE,NA,NA,"2016-06-13 05:12:06"
"tapi rasa memang macam nak tukar plan pon sebab makin lama makin menyampah pakai maxis ni",FALSE,0,NA,"2016-06-12 15:54:03",FALSE,NA,742022158713425920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferfirds",0,FALSE,FALSE,NA,NA,"2016-06-12 23:54:03"
"@btrsyanasrn plan apa? Digi? Celcom or maxis?",FALSE,0,"btrsyanasrn","2016-06-12 12:13:43",FALSE,741930051470397440,741966712300408832,4634992003,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neu9l",0,FALSE,FALSE,NA,NA,"2016-06-12 20:13:43"
"maxis internet plan is just too awful. rm7 for 7days with only 200mb quota. damn son",FALSE,0,"malshdws","2016-06-12 09:52:15",FALSE,741930778724962304,741931110909673472,154328659,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malshdws",0,FALSE,FALSE,NA,NA,"2016-06-12 17:52:15"
"RT @MohammadSyamill: Tak sia sia tukaq plan maxis ke digi. Memg huntung sgt2 . Thanks you digi <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+008B>",FALSE,0,NA,"2016-06-12 09:40:00",FALSE,NA,741928024820486144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noratikhidayu",1,TRUE,FALSE,NA,NA,"2016-06-12 17:40:00"
"Tak sia sia tukaq plan maxis ke digi. Memg huntung sgt2 . Thanks you digi <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+008B>",FALSE,0,NA,"2016-06-12 07:35:06",FALSE,NA,741896595168321536,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MohammadSyamill",1,FALSE,FALSE,NA,NA,"2016-06-12 15:35:06"
"@qaiyionly <U+73FE><U+5728><U+5DF2><U+4E00><U+500B>maxis share plan Rm 48 unlimited phone call &amp; msg",FALSE,0,"qaiyionly","2016-06-12 01:40:00",FALSE,741792661279887360,741807230870159360,3271883059,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mintlover02",0,FALSE,FALSE,NA,NA,"2016-06-12 09:40:00"
"RT @shdzlhrs_: basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamama<U+0085>",FALSE,0,NA,"2016-05-24 00:06:42",FALSE,NA,734898379277275136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sayaeykaa",5,TRUE,FALSE,NA,NA,"2016-05-24 08:06:42"
"Nk tukar plan maxis tp tkde masa nk pergi kedai huhuhu",FALSE,0,NA,"2016-05-23 23:09:47",FALSE,NA,734884057905913856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mohdbasherr",0,FALSE,FALSE,NA,NA,"2016-05-24 07:09:47"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 23:09:44",FALSE,NA,734884043519451136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurulAyid",10,TRUE,FALSE,NA,NA,"2016-05-24 07:09:44"
"RT @shdzlhrs_: basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamama<U+0085>",FALSE,0,NA,"2016-05-23 23:07:10",FALSE,NA,734883398590726144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fxzirxxxx93",5,TRUE,FALSE,NA,NA,"2016-05-24 07:07:10"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 23:07:01",FALSE,NA,734883360355418112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fxzirxxxx93",10,TRUE,FALSE,NA,NA,"2016-05-24 07:07:01"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 22:56:42",FALSE,NA,734880765452779520,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amar_988",9,TRUE,FALSE,NA,NA,"2016-05-24 06:56:42"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 22:24:47",FALSE,NA,734872731779375104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naaingg",10,TRUE,FALSE,NA,NA,"2016-05-24 06:24:47"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 20:32:45",FALSE,NA,734844539135885312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","3denhazard_",10,TRUE,FALSE,NA,NA,"2016-05-24 04:32:45"
"RT @shdzlhrs_: basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamama<U+0085>",FALSE,0,NA,"2016-05-23 20:15:15",FALSE,NA,734840134743384064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nazurahjaini612",5,TRUE,FALSE,NA,NA,"2016-05-24 04:15:15"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 19:32:43",FALSE,NA,734829431655522304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shikizham24",10,TRUE,FALSE,NA,NA,"2016-05-24 03:32:43"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 19:17:44",FALSE,NA,734825660124790784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SyahirahAli_",9,TRUE,FALSE,NA,NA,"2016-05-24 03:17:44"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 19:17:10",FALSE,NA,734825515991760896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beautyflwr_",10,TRUE,FALSE,NA,NA,"2016-05-24 03:17:10"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 19:13:11",FALSE,NA,734824514161278976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puterraaa_",10,TRUE,FALSE,NA,NA,"2016-05-24 03:13:11"
"RT @shdzlhrs_: setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenan<U+0085>",FALSE,0,NA,"2016-05-23 19:08:52",FALSE,NA,734823428943843328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_nizamnazri",10,TRUE,FALSE,NA,NA,"2016-05-24 03:08:52"
"RT @aqilahiwani: Aq rse kalau maxis ubah balik plan dia mcm dulu,confirm rmi yg tukar maxis balik. #KenanganBersamaMaxis",FALSE,0,NA,"2016-05-23 19:08:00",FALSE,NA,734823209078398976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puterraaa_",2,TRUE,FALSE,NA,NA,"2016-05-24 03:08:00"
"setia gila dgn maxis ibu ajk tukar plan lain pn fikir 2/3 hari sia HAHA sbb dh pakai lama number tu sapa je tk syg em #kenanganbersamamaxis",FALSE,12,NA,"2016-05-23 19:06:00",FALSE,NA,734822709138329600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shdzlhrs_",10,FALSE,FALSE,NA,NA,"2016-05-24 03:06:00"
"RT @aqilahiwani: Aq rse kalau maxis ubah balik plan dia mcm dulu,confirm rmi yg tukar maxis balik. #KenanganBersamaMaxis",FALSE,0,NA,"2016-05-23 19:05:42",FALSE,NA,734822632151883776,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_nizamnazri",2,TRUE,FALSE,NA,NA,"2016-05-24 03:05:42"
"Aq rse kalau maxis ubah balik plan dia mcm dulu,confirm rmi yg tukar maxis balik. #KenanganBersamaMaxis",FALSE,9,NA,"2016-05-23 19:04:55",FALSE,NA,734822434587611136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aqilahiwani",2,FALSE,FALSE,NA,NA,"2016-05-24 03:04:55"
"RT @shdzlhrs_: basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamama<U+0085>",FALSE,0,NA,"2016-05-23 19:02:53",FALSE,NA,734821922953826304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puterraaa_",5,TRUE,FALSE,NA,NA,"2016-05-24 03:02:53"
"RT @shdzlhrs_: basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamama<U+0085>",FALSE,0,NA,"2016-05-23 19:01:43",FALSE,NA,734821628828213248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_nizamnazri",5,TRUE,FALSE,NA,NA,"2016-05-24 03:01:43"
"basic plan maxis ni jd cilaka since aku f5 bapak lembab gila ah. smpai aku tukar umobile tenet laju je em #kenanganbersamamaxis",FALSE,5,NA,"2016-05-23 19:00:52",FALSE,NA,734821416768405504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shdzlhrs_",5,FALSE,FALSE,NA,NA,"2016-05-24 03:00:52"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:32:10",FALSE,NA,734814191576440832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","syaaaaf_",9,TRUE,FALSE,NA,NA,"2016-05-24 02:32:10"
"Celcom ada internet burung hantu. Sumpah laju gila lain. Pakai no sama just tukar plan maxis ke celcom. 

#KenaganBersamaMaxis",FALSE,0,NA,"2016-05-23 18:25:13",FALSE,NA,734812445466722304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chaos_eligion",0,FALSE,FALSE,NA,NA,"2016-05-24 02:25:13"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:21:50",FALSE,NA,734811590961176576,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myrapella",9,TRUE,FALSE,NA,NA,"2016-05-24 02:21:50"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:20:51",FALSE,NA,734811345195913216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MZafrudin",9,TRUE,FALSE,NA,NA,"2016-05-24 02:20:51"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:19:10",FALSE,NA,734810919918673920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iejatshahrin",9,TRUE,FALSE,NA,NA,"2016-05-24 02:19:10"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:19:02",FALSE,NA,734810889627406336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ismadVuentes",9,TRUE,FALSE,NA,NA,"2016-05-24 02:19:02"
"RT @chaos_eligion: Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,0,NA,"2016-05-23 18:18:08",FALSE,NA,734810663059496960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_nizamnazri",9,TRUE,FALSE,NA,NA,"2016-05-24 02:18:08"
"Tukarlah kepada plan celcom. Tinggalkan kenangan anda bersama maxis 

#kenanganbersamamaxis",FALSE,14,NA,"2016-05-23 18:17:28",FALSE,NA,734810495580938240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chaos_eligion",9,FALSE,FALSE,NA,NA,"2016-05-24 02:17:28"
"@MaxisListens can exiting 128 maxis 1 plan customers also opt for zero upfront payment package os zerolution",FALSE,0,"MaxisListens","2016-05-23 16:08:53",FALSE,734651494775947264,734778132981501952,141114041,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vipin_Pavi",0,FALSE,FALSE,NA,NA,"2016-05-24 00:08:53"
"RT @doraemon_sepet: Line maxis serious macam celaka harini. Rasa tak sabaq pulak nak tukaq pakai plan celcom ka digi ka. Gb internet pun ba<U+0085>",FALSE,0,NA,"2016-05-23 15:40:53",FALSE,NA,734771087444168704,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","assy_1512",1,TRUE,FALSE,NA,NA,"2016-05-23 23:40:53"
"@grezyo haha akak donlod ktmana? Akak, haritu akak tukar plan hotlink fast tu kan? Kena g maxis ke?",FALSE,0,"grezyo","2016-05-23 14:44:13",FALSE,734756476963545088,734756829532721152,226185287,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","izzatikhazali",0,FALSE,FALSE,NA,NA,"2016-05-23 22:44:13"
"Nak tukar plan maxis gak lahhhh
#8GBForLife",FALSE,0,NA,"2016-05-23 13:31:39",FALSE,NA,734738566937333760,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurnabillaOsman",0,FALSE,FALSE,NA,NA,"2016-05-23 21:31:39"
"Line maxis serious macam celaka harini. Rasa tak sabaq pulak nak tukaq pakai plan celcom ka digi ka. Gb internet pun banyak daqi maxis <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",FALSE,0,NA,"2016-05-23 12:58:27",FALSE,NA,734730208914243584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doraemon_sepet",1,FALSE,FALSE,NA,NA,"2016-05-23 20:58:27"
"@MaxisListens nak tanya. Im using maxis family plan. Mana satu bill saya and mana satu bill my whole family? Thanks https://t.co/taqbjIDzPS",FALSE,0,"MaxisListens","2016-05-23 11:09:43",FALSE,NA,734702847615369216,141114041,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","kdzainuar",0,FALSE,FALSE,NA,NA,"2016-05-23 19:09:43"
"@suhaidahK @azarismohamad iye, sbb plan ni la maxis lose customer 1.5 juta. Sampai  ceo maxis upload video kat fb. Kahkah",FALSE,0,"suhaidahK","2016-05-23 09:29:16",FALSE,734677333399851008,734677567538495488,231003581,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shukrizubir",0,FALSE,FALSE,NA,NA,"2016-05-23 17:29:16"
"wanted to terminate my mobile plan but maxis isn't picking up my call smart eh",FALSE,0,NA,"2016-05-23 07:38:06",FALSE,NA,734649592113987584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cuteboysbts",0,FALSE,FALSE,NA,NA,"2016-05-23 15:38:06"
"Hari tu dah pi maxis center cakap nak tukaq sim 3G ke 4G nak yg plan hotlink fast tapi mana ntah promo 8gb free hujung minggu tu. Haih",FALSE,0,NA,"2016-05-23 07:34:33",FALSE,NA,734648698483838976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_INtanNAdiah",0,FALSE,FALSE,NA,NA,"2016-05-23 15:34:33"
"Haiiishh rse cm nk tkar line digi ke maxis tpi rse plan intrnet ssuai kt ak magic sim ja...",FALSE,0,NA,"2016-05-23 06:37:16",FALSE,NA,734634284443635712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdibahAbd",0,FALSE,FALSE,NA,NA,"2016-05-23 14:37:16"
"@rahmansallehin Don<U+0092>t think I can get the Maxis 68 East Malaysia plan. It<U+0092>s not available now.",FALSE,0,"rahmansallehin","2016-05-23 03:20:32",FALSE,734582607292289024,734584773138649088,76170104,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","imnormgoh",0,FALSE,FALSE,NA,NA,"2016-05-23 11:20:32"
"@ftnfrwzh takleh dok tak buka data . Ketaq pala dah . Hahahhahaha maxis aten . Kalau celcom lainla . Nak tukaq plan celcom ah. Okay tak?",FALSE,0,"ftnfrwzh","2016-05-22 18:12:12",FALSE,734446405184430080,734446779559645184,378509431,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nas_amy",0,FALSE,FALSE,NA,NA,"2016-05-23 02:12:12"
"RT @Syafiqx119: Dengan masalah maxis yg berperangai seperti pantat! Gua dah nekad minggu ni jugak gua tukar plan lain so antara celcom,digi<U+0085>",FALSE,0,NA,"2016-05-22 17:17:44",FALSE,NA,734433074986024960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wiselygoulding",1,TRUE,FALSE,NA,NA,"2016-05-23 01:17:44"
"@flowerpsycho pakai maxis one plan ok je ni",FALSE,0,"flowerpsycho","2016-05-22 17:07:50",FALSE,734283011718406144,734430582029967360,386282548,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wiselygoulding",0,FALSE,FALSE,NA,NA,"2016-05-23 01:07:50"
"RT @HazimMaleNurse: Nak kata free call tuu xdalah
Sebab pki line
Plan maxis yang baru tuu
Free 24/7 brooo
Hahahahaha",FALSE,0,NA,"2016-05-22 15:13:34",FALSE,NA,734401827068903424,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mimisaufi",1,TRUE,FALSE,NA,NA,"2016-05-22 23:13:34"
